0.0000,0.0000
0.0873,-0.0489
0.1746,-0.0980
0.2617,-0.1472
0.3487,-0.1966
0.4356,-0.2462
0.5224,-0.2960
0.6091,-0.3460
0.6957,-0.3961
0.7821,-0.4464
0.8685,-0.4968
0.9548,-0.5474
1.0410,-0.5982
1.1271,-0.6491
1.2130,-0.7002
1.2989,-0.7514
1.3847,-0.8028
1.4704,-0.8543
1.5560,-0.9060
1.6416,-0.9578
1.7270,-1.0098
1.8123,-1.0619
1.8976,-1.1141
1.9828,-1.1665
2.0679,-1.2190
2.1529,-1.2716
2.2378,-1.3244
2.3227,-1.3773
2.4075,-1.4303
2.4922,-1.4834
2.5768,-1.5367
2.6613,-1.5901
2.7458,-1.6435
2.8302,-1.6971
2.9146,-1.7509
2.9989,-1.8047
3.0831,-1.8586
3.1672,-1.9126
3.2513,-1.9668
3.3353,-2.0210
3.4193,-2.0754
3.5032,-2.1298
3.5870,-2.1843
3.6708,-2.2389
3.7545,-2.2936
3.8382,-2.3484
3.9218,-2.4033
4.0054,-2.4582
4.0889,-2.5133
4.1724,-2.5684
4.2558,-2.6236
4.3392,-2.6789
4.4225,-2.7342
4.5058,-2.7896
4.5891,-2.8451
4.6723,-2.9006
4.7554,-2.9562
4.8386,-3.0119
4.9217,-3.0676
5.0047,-3.1234
5.0878,-3.1792
5.1708,-3.2351
5.2537,-3.2910
5.3367,-3.3470
5.4196,-3.4030
5.5024,-3.4591
5.5853,-3.5152
5.6681,-3.5713
5.7509,-3.6275
5.8337,-3.6837
5.9165,-3.7400
5.9993,-3.7963
6.0820,-3.8526
6.1647,-3.9089
6.2474,-3.9653
6.3301,-4.0216
6.4128,-4.0780
6.4954,-4.1344
6.5781,-4.1909
6.6608,-4.2473
6.7434,-4.3037
6.8260,-4.3602
6.9087,-4.4167
6.9913,-4.4731
7.0739,-4.5296
7.1566,-4.5860
7.2392,-4.6425
7.3219,-4.6990
7.4045,-4.7554
7.4871,-4.8119
7.5698,-4.8683
7.6525,-4.9247
7.7352,-4.9811
7.8178,-5.0375
7.9005,-5.0938
7.9833,-5.1502
8.0660,-5.2065
8.1487,-5.2627
8.2315,-5.3190
8.3143,-5.3752
8.3971,-5.4314
8.4799,-5.4876
8.5628,-5.5437
8.6457,-5.5997
8.7286,-5.6558
8.8115,-5.7118
8.8945,-5.7677
8.9775,-5.8236
9.0605,-5.8794
9.1436,-5.9352
9.2266,-5.9909
9.3098,-6.0466
9.3929,-6.1022
9.4762,-6.1577
9.5594,-6.2132
9.6427,-6.2686
9.7260,-6.3240
9.8094,-6.3793
9.8928,-6.4345
9.9763,-6.4896
10.0598,-6.5446
10.1434,-6.5996
10.2270,-6.6545
10.3107,-6.7093
10.3944,-6.7640
10.4782,-6.8186
10.5620,-6.8732
10.6459,-6.9276
10.7298,-6.9819
10.8139,-7.0362
10.8979,-7.0903
10.9821,-7.1444
11.0663,-7.1983
11.1506,-7.2522
11.2349,-7.3059
11.3193,-7.3595
11.4038,-7.4130
11.4883,-7.4664
11.5730,-7.5197
11.6577,-7.5728
11.7424,-7.6259
11.8273,-7.6788
11.9122,-7.7315
11.9972,-7.7842
12.0823,-7.8367
12.1675,-7.8891
12.2527,-7.9414
12.3381,-7.9935
12.4235,-8.0454
12.5090,-8.0973
12.5946,-8.1490
12.6803,-8.2005
12.7661,-8.2519
12.8520,-8.3032
12.9379,-8.3543
13.0240,-8.4053
13.1101,-8.4561
13.1963,-8.5068
13.2826,-8.5574
13.3690,-8.6078
13.4555,-8.6580
13.5420,-8.7082
13.6287,-8.7581
13.7154,-8.8080
13.8022,-8.8577
13.8891,-8.9073
13.9760,-8.9567
14.0631,-9.0060
14.1502,-9.0551
14.2374,-9.1041
14.3247,-9.1530
14.4120,-9.2017
14.4994,-9.2503
14.5870,-9.2988
